Generation,Perplexity
1,6.924137592
1,6.933020115
1,7.378713608
1,5.207502365
1,6.581769943
1,6.023665905
1,7.022603989
1,5.725308895
1,4.70842123
1,3.879680634
1,6.751668453
1,6.163959026
1,6.747889996
1,5.873046398
1,7.497951508
1,9.898896217
1,7.725623608
1,6.528878212
1,6.501333237
1,8.470113754
1,6.78403616
1,8.235850334
1,6.543134212
1,7.863644123
1,7.732736588
1,6.975241661
1,7.433979511
1,7.253757954
1,6.65797472
1,7.027186394
1,6.35878849
1,10.21541691
1,6.926012516
1,8.110674858
1,5.489521027
1,7.098559856
1,3.720986843
1,8.018538475
1,7.057621479
1,7.37512207
1,14.86235905
1,6.50019455
1,8.308311462
1,5.850079536
1,5.652374268
1,7.131979942
1,6.604710102
1,7.14845705
1,7.697113514
1,7.670667171
1,6.713912964
1,7.374878407
1,6.623270035
1,7.421395302
1,5.147649288
1,7.651234627
1,9.549285889
1,11.15180969
1,6.493936062
1,7.77974987
1,7.237145424
1,6.858607769
1,7.676587582
1,8.146969795
1,12.34803104
1,8.488545418
1,7.752810478
1,7.905502319
1,5.651349545
1,7.052444458
1,8.022119522
1,7.77456522
1,6.785733223
1,8.061570168
1,7.289609432
1,8.988497734
1,5.582128048
1,5.817566395
1,9.206192017
1,6.766934872
1,5.987998009
1,8.315150261
1,6.698376179
1,5.099909306
1,6.14730072
1,7.219126225
1,6.026230812
1,9.978049278
1,6.296767235
1,7.862054348
1,7.816514015
1,8.377537727
1,9.240580559
1,8.51696682
1,9.004396439
1,8.154408455
1,6.68815279
1,6.62237978
1,6.158663273
1,5.740603924
1,6.902012348
1,8.538334846
1,8.762015343
1,8.152364731
1,7.47860527
1,7.196324825
1,7.498961449
1,6.978590965
1,7.755927563
1,6.23611021
1,5.113518715
1,5.990781307
1,6.847285748
1,9.291389465
1,7.18058157
1,7.005639553
1,7.349620819
1,6.001616955
1,9.173735619
1,7.241625309
1,5.076356411
1,6.793809414
1,8.936666489
1,11.57002163
1,5.499425411
1,8.98872757
1,7.579148769
1,6.29087019
1,6.070235729
1,6.143108368
1,8.69139576
1,5.328701019
1,10.59483433
1,7.275785446
1,6.454907894
1,7.784662724
1,5.523722172
1,6.348258018
1,6.048410416
1,7.240473747
1,6.745850563
1,6.67423296
1,9.402833939
1,7.333953381
1,8.171622276
1,5.386321545
1,7.331007004
1,7.024120331
1,7.046996117
1,7.072335243
1,12.60679817
1,5.772021294
1,6.948248863
1,6.849978447
1,6.405076027
1,5.953663826
1,6.846330166
1,7.794831276
1,8.123736382
1,7.587698936
1,6.178194523
1,13.40071869
1,8.75300312
1,5.192752361
1,6.695284367
1,8.688718796
1,5.550562382
1,8.26019001
1,6.946927071
1,8.884628296
1,7.483642578
1,6.93768692
1,6.553358078
1,8.327770233
1,8.072477341
1,5.997538567
1,5.47381115
1,7.249733925
1,7.123334408
1,7.533957005
1,7.362027645
1,6.675611973
1,5.263605118
1,7.832359314
1,9.426633835
1,7.089884758
1,6.754945278
1,8.838334084
1,9.346833229
1,7.646422386
1,8.35377121
1,11.16001225
1,7.122272015
1,6.992761135
1,6.905507565
1,5.719573975
1,8.677872658
1,9.114238739
1,6.22030735
1,5.847964287
1,13.07084656
1,7.482332706
1,5.412425041
1,8.175391197
1,6.077373981
1,6.021054268
1,6.838169098
1,8.150847435
1,8.343822479
1,10.04340553
1,6.523679733
1,7.80009985
1,5.938854694
1,6.431825638
1,7.144931793
1,7.77760601
1,6.719695091
1,9.480751038
1,6.631602764
1,12.70990658
1,9.491548538
1,5.530268669
1,6.700444698
1,7.603377819
1,6.095364094
1,6.834225655
1,6.214372158
1,6.095654964
1,8.689785004
1,6.445925713
1,8.387928963
1,5.552960396
1,6.045166016
1,6.638421535
1,8.902137756
1,7.013271809
1,5.504022121
1,8.411545753
1,5.607328415
1,6.65780735
1,5.530705929
1,8.334617615
1,8.949186325
1,11.7440443
1,10.83077335
1,6.087928772
1,7.095329762
1,9.042421341
1,6.291663647
1,7.181974888
1,7.674660683
1,4.184466362
1,7.115076065
1,11.05571461
1,6.640722752
1,6.917234898
1,6.069036484
1,8.783690453
1,6.488445759
1,6.917686939
1,4.378996849
1,9.407136917
1,8.301745415
1,7.308323383
1,5.82871151
1,8.424736023
1,16.02969742
1,7.53441143
1,6.620183945
1,6.250261307
1,7.519939423
1,8.365359306
1,7.750073433
1,7.344582081
1,6.745850563
1,4.326723576
1,6.547951221
1,5.997302055
1,5.505824089
1,7.858314037
1,7.590461731
1,7.494832516
1,8.071442604
1,7.733004093
1,7.190624237
1,6.528814316
1,6.618228436
1,5.964131355
1,7.392026901
1,7.405256748
1,6.63904953
1,7.864840508
1,6.027966022
1,7.258642673
1,7.518005371
1,11.52021408
1,6.801143646
1,6.060781002
1,6.947902679
1,13.59297466
1,7.414759636
1,7.989118576
1,9.768713951
1,8.351961136
1,10.47519684
1,10.46078587
1,9.831078529
1,6.702364445
1,6.534516335
1,5.515060902
1,6.687304974
1,4.423131466
1,8.073936462
1,8.404076576
1,7.942928791
1,7.200936794
1,9.104413986
1,9.100208282
1,7.214977741
1,5.940671921
1,6.735179424
1,9.189698219
1,9.415277481
1,6.326241493
1,6.118295193
1,11.49741459
1,8.870779037
1,5.557579994
1,6.656806946
1,9.965698242
1,7.975720406
1,6.145138741
1,7.603767395
1,9.06204319
1,8.508300781
1,4.965666294
1,10.13896847
1,8.131035805
1,6.892229557
1,9.418811798
1,7.400708199
1,5.639781475
1,5.995798588
1,8.70404911
1,8.815848351
1,8.062245369
1,7.191058636
1,7.671497345
1,6.572023869
1,8.277941704
1,7.220543861
1,7.096053123
1,5.34710741
1,8.707778931
1,7.642062664
1,7.70709753
1,5.471319199
1,6.278482914
1,4.895831585
1,6.351904392
1,8.193011284
1,12.99852371
1,7.480208397
1,5.538898468
1,5.463671207
1,7.222288609
1,7.177277088
1,7.324510574
1,6.115013123
1,5.5995965
1,7.729925632
1,7.842161655
1,6.21460104
1,12.15903378
1,8.997627258
1,6.036253452
1,6.228857994
1,10.24539852
1,7.748671055
1,6.683658123
1,5.265419483
1,7.45599699
1,6.952157021
1,8.2666502
1,7.354373455
1,9.563827515
1,7.147624493
1,7.427810669
1,5.509550095
1,7.480180264
1,7.270400524
1,8.475388527
1,7.580803871
1,6.279604912
1,7.985978127
1,7.010364532
1,6.830774784
1,11.96512127
1,7.572577477
1,9.031454086
1,9.930339813
1,6.933065414
1,6.249735355
1,7.344907761
1,7.194590569
1,5.420370579
1,6.74103117
1,6.924474716
1,6.022986412
1,6.401626587
1,9.164438248
1,6.455580235
1,5.310914993
1,6.806085587
1,6.225682259
1,7.758009911
1,7.861681461
1,7.334366322
1,10.04339123
1,5.387072086
1,6.977668285
1,8.997848511
1,7.393967628
1,7.705620289
1,8.112427711
1,8.370769501
1,5.971381187
1,6.695663929
1,8.146782875
1,7.057180882
1,8.396857262
1,8.74454689
1,7.977870941
1,7.266540527
1,6.333019733
1,6.990761757
1,8.063919067
1,6.862013817
1,5.744338989
1,8.141998291
1,7.336627483
1,11.37551785
1,9.187748909
1,7.683486938
1,8.75261116
1,4.993189812
1,7.949510574
1,7.533644199
1,7.287827969
1,4.048483372
1,6.2006464
1,6.748108864
1,8.883278847
1,6.180588722
1,6.768035412
1,7.316039562
1,8.603907585
1,9.092541695
1,5.729883671
1,5.93830204
1,7.173346043
1,7.86907959
1,7.327492714
1,8.998832703
1,12.05954266
1,6.372932434
1,7.697568893
1,13.16614056
1,7.55389452
1,8.50368309
1,7.018341064
1,5.184183121
1,5.534018517
1,6.49621439
1,9.267402649
1,8.21246624
1,7.250453949
1,7.444733143
1,8.790064812
1,6.622655869
1,8.933637619
1,6.088089943
1,6.727809906
1,5.419637203
1,7.903755188
1,5.834206581
1,8.488406181
1,7.150248528
1,6.896999359
1,8.024822235
1,8.748217583
1,8.786528587
1,9.074198723
1,7.127006054
1,7.043046474
1,4.841544628
1,5.48848629
1,7.246508598
1,7.305142403
1,6.672272682
1,7.166129589
1,7.699380398
1,6.59602356
1,7.194082737
1,10.0041523
1,5.530506611
1,7.947740555
1,6.003160477
1,6.59580183
1,7.190024853
1,6.816094398
1,9.275586128
1,7.477302074
1,10.41697788
1,7.517804623
1,8.282292366
1,7.592394829
1,6.686751366
1,8.889569283
1,8.535288811
1,5.960312843
1,7.025733471
1,5.549931049
1,4.672618389
1,11.26347923
1,7.512660503
1,7.063576698
1,8.275527954
1,7.281369209
1,12.00271893
1,7.178503513
1,7.654221535
1,6.856147766
1,7.606726646
1,7.43651104
1,6.076517105
1,7.86537838
1,7.209289551
1,7.687826157
1,7.559452534
1,6.106040478
1,6.588574409
1,6.993824959
1,6.817826748
1,7.362933159
1,5.861092567
1,8.543890953
1,7.30445385
1,7.757062912
1,4.527256012
1,17.11620522
1,7.982884884
1,6.666650772
1,10.85458946
1,7.679794788
1,5.731618881
1,7.675959587
1,8.457695961
1,7.324617863
1,6.372607231
1,5.878060818
1,6.916556358
1,6.063406944
1,6.458378315
1,5.573283672
1,9.773792267
1,8.289241791
1,6.924445629
1,6.400683403
1,7.974506855
1,6.985565662
1,7.558506489
1,7.38517952
1,8.363992691
1,7.649846554
1,6.17766428
1,7.182564259
1,5.559801102
1,7.388009548
1,5.452672482
1,6.914841652
1,7.163927555
1,7.469024181
1,5.6606493
1,6.954592228
1,6.013604164
1,9.158020973
1,9.663708687
1,6.877131939
1,9.746576309
1,5.419062614
1,6.77940321
1,6.818761349
1,8.08574295
1,6.781941891
1,7.603361607
1,6.177026749
1,6.223540783
1,6.846530914
1,11.32130432
1,8.015160561
1,6.501300335
1,6.9645257
1,4.529213428
1,6.998011589
1,10.82457733
1,6.952228546
1,7.024251938
1,7.514519691
1,7.81564188
1,7.064033031
1,9.662992477
1,6.772736549
1,5.696782589
1,8.26615715
1,7.402968884
1,11.12664318
1,7.051285267
1,6.072365761
1,7.347548008
1,7.933195114
1,8.278534889
1,5.255012035
1,5.755458832
1,9.005539894
1,6.279764652
1,9.20655632
1,7.290873051
1,6.471292496
1,7.158576012
1,10.93955612
1,9.554615021
1,10.51624775
1,6.957942486
1,8.096040726
1,6.472507
1,9.071050644
1,7.210668087
1,11.20216084
1,8.756186485
1,6.671972752
1,8.072025299
1,6.311825275
1,7.244064331
1,7.273954868
1,6.168218613
1,7.203386784
1,5.326683998
1,5.95427227
1,9.966235161
1,8.724740982
1,5.05373621
1,6.636337757
1,7.224062443
1,7.101219177
1,7.474009991
1,6.04218626
1,7.259344578
1,9.193814278
1,6.868505478
1,5.023506165
1,6.534227371
1,6.416762352
1,6.411687374
1,7.067677021
1,5.462150574
1,7.384176731
1,7.775230885
1,7.30000639
1,6.344696522
1,10.65937328
1,8.882274628
1,6.839873791
1,6.811527729
1,6.477728844
1,7.758990288
1,7.305869102
1,7.800858498
1,8.783145905
1,7.558980465
1,7.847527981
1,5.956853867
1,7.679219723
1,5.516582012
1,13.09573174
1,7.901875019
1,7.426574707
1,6.691233158
1,7.421319485
1,6.329386234
1,8.120783806
1,5.474916935
1,6.955890656
1,6.599640846
1,6.7026968
1,11.93857193
1,7.580901623
1,6.018891811
1,7.087738037
1,5.952723503
1,6.458191872
1,9.086503983
1,9.431880951
1,7.243526936
1,7.311556339
1,7.54489851
1,6.625674725
1,7.271778584
1,6.145768166
1,7.289728642
1,9.46903801
1,8.593400955
1,6.658344746
1,8.067562103
1,7.249842167
1,6.536005974
1,6.676360607
1,7.723583221
1,6.734436989
1,7.799729824
1,8.731079102
1,6.237571239
1,6.579674721
1,5.919587135
1,6.85367918
1,5.881588459
1,6.867268085
1,7.594630718
1,8.180181503
1,12.05243397
1,7.352858543
1,4.931844711
1,7.236025333
1,7.206740856
1,6.854286194
1,6.280034065
1,8.102466583
1,7.214987755
1,10.95383739
1,8.211994171
1,6.846803188
1,9.115797043
1,12.52422619
1,6.484055996
1,6.619268417
1,8.609969139
1,7.430552483
1,7.825065136
1,7.292518616
1,5.153493881
1,5.698407173
1,7.234374523
1,6.857290745
1,7.085489273
1,7.432563305
1,8.825424194
1,8.304122925
1,8.149180412
1,4.378996849
1,7.009523392
1,8.305743217
1,6.626563549
1,6.931117535
1,8.139382362
1,9.114393234
1,6.571543217
1,6.072368622
1,6.644933224
1,5.433481693
1,9.630358696
1,6.958091259
1,5.838279247
1,6.67967701
1,6.927231312
1,8.85247612
1,7.636092663
1,8.725218773
1,7.296684742
1,4.064684868
1,7.759101391
1,7.613788605
1,5.306234837
1,9.539455414
1,9.015766144
1,5.888432026
1,6.839648247
1,6.408756733
1,8.471526146
1,6.674008369
1,9.6251688
1,8.044269562
1,4.601107121
1,10.82952881
1,6.130035877
1,8.119389534
1,8.174843788
1,7.528817654
1,7.697988987
1,6.600465298
1,10.96897984
1,9.535715103
1,8.216211319
1,9.109320641
1,6.658782005
1,10.17942238
1,7.19931078
1,7.096372604
1,8.01308918
1,7.057301998
1,7.419033527
1,5.501811028
1,6.501482487
1,5.823539257
1,7.568846703
1,6.189899921
1,6.591544151
1,5.802100182
1,9.727713585
1,7.305351734
1,7.529589653
1,6.189217091
1,8.059885025
1,6.781859398
1,7.384714127
1,5.573283672
1,7.63017416
1,7.217510223
1,7.251846313
1,5.932490826
1,7.597435951
1,8.222130775
1,10.6429348
1,7.135841846
1,6.900052071
1,9.583000183
1,6.499230862
1,7.202001095
1,9.003277779
1,5.876578808
1,7.613721371
1,8.452186584
1,6.537105083
1,6.147754669
1,8.154004097
1,7.862206459
1,7.769308567
1,6.969916821
1,6.858062267
1,8.670898438
1,8.860005379
1,7.968565941
1,8.322090149
1,8.018708229
1,6.908847809
1,7.955118656
1,7.339497566
1,7.114284515
1,7.947824001
1,7.474974155
1,6.21913147
1,6.909707069
1,9.022576332
1,7.376949787
1,8.387181282
1,6.085836887
1,6.672441959
1,7.48200655
1,7.533082008
1,6.622210503
1,7.226641178
1,5.97870779
1,4.853494167
1,7.619951725
1,6.885004044
1,7.755132198
1,6.729257584
1,7.271481991
1,7.396414757
1,5.762276649
1,7.686009884
1,7.377437115
1,6.617106438
1,6.936593056
1,11.15655422
1,6.28358984
1,7.342372417
1,7.740708828
1,8.282797813
1,7.03715992
1,6.24102354
1,6.410460472
1,8.239851952
1,7.079057693
1,6.852933884
1,6.78180027
1,7.873054028
1,5.673099041
1,6.751498222
1,8.459960938
1,7.302608967
1,7.178545475
1,7.291398048
1,6.542944908
1,9.016232491
1,6.786605358
1,6.591697216
1,3.721071243
1,5.13916254
1,5.595561981
1,6.388235569
1,4.531807899
1,7.866509438
1,6.568408966
1,6.28769207
1,8.812914848
1,5.914605618
1,7.691982269
1,6.836823463
1,6.141061306
1,7.637241364
1,8.891932487
1,7.880498409
1,5.594938278
1,5.595796108
1,7.587548733
1,8.319306374
1,6.793842793
1,7.810641766
1,8.464150429
1,8.50921917
1,7.141041756
1,6.982629299
1,7.629401207
1,20.07770348
1,7.920976639
1,5.583535671
1,8.204851151
1,7.653982639
1,8.483106613
1,5.892143726
1,8.929304123
1,6.591857433
1,7.345936298
1,3.753800154
1,8.116146088
1,6.902715683
1,6.677246571
1,7.349450588
1,6.989329815
1,8.674072266
1,7.862382412
1,6.515219212
1,5.037389278
1,7.074882507
1,11.15871143
1,6.529135227
1,8.293601036
1,6.458618641
1,7.251849174
1,5.461400032
1,7.605805397
1,7.295780182
1,8.461647034
1,9.469985962
1,8.384094238
1,8.252607346
1,7.441877842
1,6.008323669
1,7.619508743
1,6.616881847
1,8.546579361
1,7.507893562
1,7.023467541
1,5.773139477
1,10.31480789
1,7.931604862
1,5.796756268
1,7.509438515
1,7.013165474
1,7.054092407
1,8.472364426
1,7.682538033
1,4.148061752
1,7.000912666
1,5.552165985
1,9.858435631
1,6.242537022
1,7.063539505
1,7.866400719
1,7.766409874
1,5.496983051
1,7.092081547
1,7.432129383
1,7.335024357
1,8.094033241
1,7.02532196
1,8.95446682
1,5.743652344
1,6.535495281
1,6.944254398
1,5.824273586
1,7.899550438
1,6.635567188
1,5.609159946
1,6.212685585
1,7.35522747
1,7.358541012
1,8.063396454
1,6.803340435
1,8.834046364
1,9.493404388
1,6.852681637
1,8.990322113
1,7.134974957
1,6.317671776
1,6.943293571
1,6.994197369
1,8.004781723
1,7.293361664
1,6.863560677
1,8.607940674
1,7.700582504
1,7.317597389
1,7.160578251
1,7.339895725
1,7.590908527
1,7.925589561
1,7.976560593
1,4.531590939
1,5.334649563
1,8.219647408
1,7.390017986
1,6.532583237
1,10.32352924
1,6.688573837
1,7.828330517
1,7.698903084
1,7.974676132
1,7.105241299
1,7.754995346
1,6.969624519
1,10.51470089
1,6.795190334
1,8.447052956
1,7.002157211
1,7.914582729
1,5.919418812
1,6.498806477
1,9.407561302
1,7.237022877
1,4.599742889
1,7.447593212
1,7.71832943
1,7.49175787
1,5.930747509
1,8.170350075
1,7.531208992
1,8.806968689
1,6.250946045
1,5.767519474
1,8.712147713
2,5.943813801
2,6.128225803
2,4.506231308
2,6.431465626
2,5.198190212
2,4.591157436
2,6.188501835
2,5.400437832
2,6.275680542
2,5.99326849
2,6.80625248
2,6.066964149
2,5.402558327
2,6.382320881
2,4.740939617
2,6.371852398
2,7.399776936
2,5.240067005
2,8.835198402
2,4.308392048
2,6.474712372
2,5.567782879
2,4.387393951
2,6.430780411
2,5.947009563
2,5.559129715
2,7.109692097
2,4.949692726
2,7.237648964
2,5.343297005
2,6.845895767
2,5.456252098
2,4.778935909
2,4.807737827
2,6.503389359
2,6.232643127
2,5.9842906
2,7.450637341
2,6.610115051
2,6.386434555
2,5.903907299
2,4.968542576
2,5.17996788
2,7.15523386
2,6.126209259
2,4.817275524
2,9.326745033
2,5.688010216
2,15.2125721
2,5.703035831
2,5.530097961
2,5.571955681
2,4.885349274
2,7.042349339
2,4.92561388
2,7.587543011
2,5.293282986
2,6.575676918
2,7.115653515
2,6.507616997
2,7.160386086
2,7.287588596
2,6.336922646
2,5.983259201
2,5.649589539
2,8.240018845
2,8.086639404
2,6.530719757
2,6.685650349
2,5.260540962
2,7.188657761
2,5.867887974
2,6.386795521
2,5.575597286
2,5.36486578
2,5.25967598
2,7.26411438
2,5.901950359
2,4.65145731
2,5.719389915
2,6.816870213
2,4.628054142
2,6.292001247
2,5.919730186
2,5.528162956
2,5.785153866
2,6.17548418
2,5.972713947
2,5.821259975
2,6.091725349
2,6.238285065
2,8.604606628
2,3.833389521
2,5.292285442
2,7.805930138
2,6.086902618
2,5.498348236
2,5.656206131
2,4.909878254
2,5.379497528
2,6.28752327
2,5.421432972
2,6.159081936
2,6.437049866
2,5.325396538
2,6.61538744
2,8.503060341
2,7.714486122
2,6.372870922
2,4.360829353
2,5.562635899
2,7.823080063
2,6.098438263
2,6.605883598
2,5.844554424
2,5.826751709
2,5.981450081
2,6.852129459
2,6.420199394
2,6.197435856
2,5.551316261
2,6.341857433
2,5.808385849
2,7.540708542
2,5.897518158
2,5.261574268
2,4.63658905
2,5.776947975
2,5.576209068
2,7.185125351
2,5.886828899
2,4.389277935
2,7.203113079
2,5.412434101
2,5.511610508
2,6.133559704
2,3.852613688
2,7.006051064
2,5.293807507
2,5.334241867
2,6.563324451
2,4.4423666
2,7.090680599
2,10.04643059
2,6.064322948
2,6.907707691
2,4.74316597
2,5.298137665
2,5.177845001
2,4.53370142
2,9.713423729
2,6.632937431
2,7.531806946
2,6.695361614
2,4.306360245
2,7.248733997
2,5.820111275
2,6.761393547
2,6.05463028
2,5.250087261
2,8.956057549
2,4.37989521
2,4.458829403
2,5.86748457
2,6.006531715
2,5.608178616
2,7.738287926
2,6.235690594
2,5.732714176
2,6.887573719
2,4.570245743
2,7.772469044
2,5.898260593
2,5.385042191
2,6.004361153
2,6.129538059
2,4.85700798
2,6.598213196
2,10.29966259
2,5.473020554
2,5.365298748
2,5.869547367
2,5.421678543
2,5.342103004
2,6.784033775
2,4.653084278
2,6.04110527
2,4.664125443
2,4.662479877
2,5.863667965
2,4.915295124
2,5.67800808
2,5.650322437
2,5.921910286
2,6.860423565
2,6.582701206
2,7.97197485
2,6.261430264
2,6.360674858
2,5.092393398
2,6.034321308
2,6.19110918
2,15.91358376
2,4.761747837
2,5.398620605
2,7.823071003
2,4.053024292
2,6.005877972
2,7.725376606
2,5.393760681
2,6.950888634
2,4.188235283
2,6.178543568
2,7.283864021
2,4.255329132
2,6.794795036
2,5.737213612
2,6.885586262
2,4.667387009
2,7.220974922
2,6.176120758
2,5.769744873
2,5.945514202
2,3.55162096
2,7.869368076
2,7.702701569
2,5.313849926
2,5.821760654
2,4.904919147
